[Gene ID]	[source_id]	[Input Ortholog(s)]	
CNF00390	CNF00390-t26_1	 CNAG_05936	
CNF00400	CNF00400-t26_1	 CNAG_05935	
CNF00410	CNF00410-t26_1	 CNAG_05934	
CNF00420	CNF00420-t26_1	 CNAG_05933	
CNF00430	CNF00430-t26_1	 CNAG_05932	
CNF00440	CNF00440-t26_1	 CNAG_05931	
CNF00450	CNF00450-t26_1	 CNAG_05930	
CNF00450	CNF00450-t26_2	 CNAG_05930	
CNF00460	CNF00460-t26_1	 CNAG_05914, CNAG_05929	
CNF00470	CNF00470-t26_1	 CNAG_05928	
CNF00480	CNF00480-t26_1	 CNAG_05927	
CNF00490	CNF00490-t26_1	 CNAG_05926	
CNF00500	CNF00500-t26_1	 CNAG_05925	
CNF00510	CNF00510-t26_1	 CNAG_05924	
CNF00520	CNF00520-t26_1	 CNAG_07682	
CNF00540	CNF00540-t26_1	 CNAG_05921	
CNF00550	CNF00550-t26_1	 CNAG_05920	
CNF00560	CNF00560-t26_1	 CNAG_05919	
CNF00570	CNF00570-t26_1	 CNAG_05918	
CNF00580	CNF00580-t26_1	 CNAG_05917	
CNF00585	CNF00585-t26_1	 CNAG_05916	
CNF00590	CNF00590-t26_1	 CNAG_05915	
CNF00600	CNF00600-t26_1	 CNAG_05914, CNAG_05929	
CNF00610	CNF00610-t26_1	 CNAG_05913	
CNF00620	CNF00620-t26_1	 CNAG_05912	
CNF00630	CNF00630-t26_1	 CNAG_05909	
CNF00640	CNF00640-t26_1	 CNAG_05908	
CNF00650	CNF00650-t26_1	 CNAG_05907	
CNF00655	CNF00655-t26_1	 CNAG_05906	
CNF00660	CNF00660-t26_1	 CNAG_05905	
CNF00670	CNF00670-t26_1	 CNAG_05904	
CNF00680	CNF00680-t26_1	 CNAG_05903	
CNF00700	CNF00700-t26_1	 CNAG_10088	
CNF00710	CNF00710-t26_1	 CNAG_05902	
CNF00720	CNF00720-t26_1	 CNAG_05901	
CNF00730	CNF00730-t26_1	 CNAG_05900	
CNF00740	CNF00740-t26_1	 CNAG_05899	
CNF00750	CNF00750-t26_1	 CNAG_05898	
CNF00760	CNF00760-t26_1	 CNAG_05897	
CNF00770	CNF00770-t26_1	 CNAG_05896	
CNF00780	CNF00780-t26_1	 CNAG_05895	
CNF00790	CNF00790-t26_1	 CNAG_05894	
CNF00800	CNF00800-t26_1	 CNAG_05893	
CNF00810	CNF00810-t26_1	 CNAG_05892	
CNF00820	CNF00820-t26_1	 CNAG_05891	
CNF00825	CNF00825-t26_1	 CNAG_05890	
CNF00830	CNF00830-t26_1	 CNAG_05889	
CNF00840	CNF00840-t26_1	 CNAG_10087	
CNF00860	CNF00860-t26_1	 CNAG_05887	
CNF00870	CNF00870-t26_1	 CNAG_05886	
CNF00880	CNF00880-t26_1	 CNAG_05885	
CNF00890	CNF00890-t26_1	 CNAG_05884	
CNF00900	CNF00900-t26_1	 CNAG_07681	
CNF00905	CNF00905-t26_1	 CNAG_07680	
CNF00910	CNF00910-t26_1	 CNAG_05882	
CNF00920	CNF00920-t26_1	 CNAG_05881	
CNF00930	CNF00930-t26_1	 CNAG_05880	
CNF00940	CNF00940-t26_1	 CNAG_05878	
CNF00950	CNF00950-t26_1	 CNAG_05877	
CNF00960	CNF00960-t26_1	 CNAG_05876	
CNF00970	CNF00970-t26_1	 CNAG_05875	
CNF00980	CNF00980-t26_1	 CNAG_05874	
CNF00990	CNF00990-t26_1	 CNAG_05873	
CNF01000	CNF01000-t26_1	 CNAG_05872	
CNF01020	CNF01020-t26_1	 CNAG_05871	
CNF01030	CNF01030-t26_1	 CNAG_05870	
CNF01040	CNF01040-t26_1	 CNAG_05869	
CNF01060	CNF01060-t26_1	 CNAG_05867	
CNF01070	CNF01070-t26_1	 CNAG_05866	
CNF01070	CNF01070-t26_2	 CNAG_05866	
CNF01080	CNF01080-t26_1	 CNAG_05865	
CNF01090	CNF01090-t26_1	 CNAG_05864	
CNF01090	CNF01090-t26_2	 CNAG_05864	
CNF01100	CNF01100-t26_1	 CNAG_05863	
CNF01110	CNF01110-t26_1	 CNAG_05862	
CNF01120	CNF01120-t26_1	 CNAG_05861	
CNF01130	CNF01130-t26_1	 CNAG_05860	
CNF01140	CNF01140-t26_1	 CNAG_05859	
CNF01150	CNF01150-t26_1	 CNAG_05858	
CNF01160	CNF01160-t26_1	 CNAG_07679	
CNF01160	CNF01160-t26_2	 CNAG_07679	
CNF01165	CNF01165-t26_1	 CNAG_07678	
CNF01170	CNF01170-t26_1	 CNAG_05855	
CNF01180	CNF01180-t26_1	 CNAG_05854	
CNF01190	CNF01190-t26_1	 CNAG_05761, CNAG_05853	
CNF01200	CNF01200-t26_1	 CNAG_05852	
CNF01210	CNF01210-t26_1	 CNAG_05851	
CNF01230	CNF01230-t26_1	 CNAG_07677	
CNF01240	CNF01240-t26_1	 CNAG_07676	
CNF01240	CNF01240-t26_2	 CNAG_07676	
CNF01250	CNF01250-t26_1	 CNAG_05848	
CNF01260	CNF01260-t26_1	 CNAG_05847	
CNF01270	CNF01270-t26_1	 CNAG_05846	
CNF01280	CNF01280-t26_1	 CNAG_05845	
CNF01290	CNF01290-t26_1	 CNAG_05844	
CNF01300	CNF01300-t26_1	 CNAG_05843	
CNF01310	CNF01310-t26_1	 CNAG_05842	
CNF01320	CNF01320-t26_1	 CNAG_05841	
CNF01330	CNF01330-t26_1	 CNAG_05840	
CNF01340	CNF01340-t26_1	 CNAG_05839	
CNF01350	CNF01350-t26_1	 CNAG_05838	
CNF01430	CNF01430-t26_1	 CNAG_05836	
CNF01440	CNF01440-t26_1	 CNAG_05835	
CNF01450	CNF01450-t26_1	 CNAG_05834	
CNF01460	CNF01460-t26_1	 CNAG_05833	
CNF01470	CNF01470-t26_1	 CNAG_05833	
CNF01480	CNF01480-t26_1	 CNAG_05831	
CNF01500	CNF01500-t26_1	 CNAG_05830	
CNF01510	CNF01510-t26_1	 CNAG_05829	
CNF01520	CNF01520-t26_1	 CNAG_05828	
CNF01530	CNF01530-t26_1	 CNAG_05827	
CNF01540	CNF01540-t26_1	 CNAG_05826	
CNF01550	CNF01550-t26_1	 CNAG_05825	
CNF01560	CNF01560-t26_1	 CNAG_05824	
CNF01570	CNF01570-t26_1	 CNAG_05823	
CNF01580	CNF01580-t26_1	 CNAG_05822	
CNF01590	CNF01590-t26_1	 CNAG_05820	
CNF01600	CNF01600-t26_1	 CNAG_05819	
CNF01610	CNF01610-t26_1	 CNAG_05818	
CNF01620	CNF01620-t26_1	 CNAG_05817	
CNF01630	CNF01630-t26_1	 CNAG_05816	
CNF01640	CNF01640-t26_1	 CNAG_05815	
CNF01650	CNF01650-t26_1	 CNAG_05814	
CNF01660	CNF01660-t26_1	 CNAG_05813	
CNF01670	CNF01670-t26_1	 CNAG_05812	
CNF01680	CNF01680-t26_1	 CNAG_05811	
CNF01690	CNF01690-t26_1	 CNAG_05810	
CNF01700	CNF01700-t26_1	 CNAG_05809	
CNF01710	CNF01710-t26_1	 CNAG_05808	
CNF01720	CNF01720-t26_1	 CNAG_05807	
CNF01730	CNF01730-t26_1	 CNAG_05806	
CNF01740	CNF01740-t26_1	 CNAG_05805	
CNF01750	CNF01750-t26_1	 CNAG_05804	
CNF01760	CNF01760-t26_1	 CNAG_05803	
CNF01770	CNF01770-t26_1	 CNAG_05802	
CNF01780	CNF01780-t26_1	 CNAG_05801	
CNF01790	CNF01790-t26_1	 CNAG_05800	
CNF01800	CNF01800-t26_1	 CNAG_05799	
CNF01805	CNF01805-t26_1	 CNAG_05798	
CNF01810	CNF01810-t26_1	 CNAG_05797	
CNF01820	CNF01820-t26_1	 CNAG_07675	
CNF01830	CNF01830-t26_1	 CNAG_05795	
CNF01840	CNF01840-t26_1	 CNAG_05794	
CNF01850	CNF01850-t26_1	 CNAG_05793	
CNF01860	CNF01860-t26_1	 CNAG_05792	
CNF01870	CNF01870-t26_1	 CNAG_05791	
CNF01890	CNF01890-t26_1	 CNAG_05789	
CNF01900	CNF01900-t26_1	 CNAG_05788	
CNF01910	CNF01910-t26_1	 CNAG_05787	
CNF01915	CNF01915-t26_1	 CNAG_05786	
CNF01930	CNF01930-t26_1	 CNAG_05785	
CNF01940	CNF01940-t26_1	 CNAG_05784	
CNF01950	CNF01950-t26_1	 CNAG_05783	
CNF01960	CNF01960-t26_1	 CNAG_05782	
CNF01970	CNF01970-t26_1	 CNAG_05781	
CNF01980	CNF01980-t26_1	 CNAG_07674	
CNF02000	CNF02000-t26_1	 CNAG_05778	
CNF02010	CNF02010-t26_1	 CNAG_05777	
CNF02020	CNF02020-t26_1	 CNAG_05776	
CNF02030	CNF02030-t26_1	 CNAG_05775	
CNF02040	CNF02040-t26_1	 CNAG_05774	
CNF02050	CNF02050-t26_1	 CNAG_05773	
CNF02060	CNF02060-t26_1	 CNAG_05772	
CNF02070	CNF02070-t26_1	 CNAG_05771	
CNF02080	CNF02080-t26_1	 CNAG_05770	
CNF02085	CNF02085-t26_1	 CNAG_07991	
CNF02090	CNF02090-t26_1	 CNAG_05769	
CNF02100	CNF02100-t26_1	 CNAG_05767, CNAG_05768	
CNF02110	CNF02110-t26_1	 CNAG_05767, CNAG_05768	
CNF02120	CNF02120-t26_1	 CNAG_05766	
CNF02130	CNF02130-t26_1	 CNAG_05765	
CNF02140	CNF02140-t26_1	 CNAG_05764	
CNF02145	CNF02145-t26_1	 CNAG_05763	
CNF02150	CNF02150-t26_1	 CNAG_05762	
CNF02160	CNF02160-t26_1	 CNAG_05761, CNAG_05853	
CNF02180	CNF02180-t26_1	 CNAG_05759	
CNF02190	CNF02190-t26_1	 CNAG_05758	
CNF02200	CNF02200-t26_1	 CNAG_10086	
CNF02210	CNF02210-t26_1	 CNAG_05757	
CNF02220	CNF02220-t26_1	 CNAG_05756	
CNF02230	CNF02230-t26_1	 CNAG_05755	
CNF02240	CNF02240-t26_1	 CNAG_07672	
CNF02245	CNF02245-t26_1	 CNAG_07672	
CNF02250	CNF02250-t26_1	 CNAG_05753	
CNF02250	CNF02250-t26_2	 CNAG_05753	
CNF02260	CNF02260-t26_1	 CNAG_05752	
CNF02270	CNF02270-t26_1	 CNAG_05751	
CNF02280	CNF02280-t26_1	 CNAG_05750	
CNF02290	CNF02290-t26_1	 CNAG_05749	
CNF02300	CNF02300-t26_1	 CNAG_05748	
CNF02310	CNF02310-t26_1	 CNAG_05747	
CNF02315	CNF02315-t26_1	 CNAG_05746	
CNF02320	CNF02320-t26_1	 CNAG_05745	
CNF02330	CNF02330-t26_1	 CNAG_05744	
CNF02340	CNF02340-t26_1	 CNAG_05743	
CNF02350	CNF02350-t26_1	 CNAG_05742	
CNF02360	CNF02360-t26_1	 CNAG_05741	
CNF02360	CNF02360-t26_2	 CNAG_05741	
CNF02370	CNF02370-t26_1	 CNAG_05740	
CNF02380	CNF02380-t26_1	 CNAG_05739	
CNF02385	CNF02385-t26_1	 CNAG_05738	
CNF02390	CNF02390-t26_1	 CNAG_05737	
CNF02393	CNF02393-t26_1	 CNAG_05736	
CNF02395	CNF02395-t26_1	 CNAG_05735	
CNF02400	CNF02400-t26_1	 CNAG_05734	
CNF02410	CNF02410-t26_1	 CNAG_05733	
CNF02415	CNF02415-t26_1	 CNAG_05732	
CNF02420	CNF02420-t26_1	 CNAG_05731	
CNF02430	CNF02430-t26_1	 CNAG_05730	
CNF02430	CNF02430-t26_2	 CNAG_05730	
CNF02440	CNF02440-t26_1	 CNAG_05729	
CNF02445	CNF02445-t26_1	 CNAG_05728	
CNF02450	CNF02450-t26_1	 CNAG_05727	
CNF02460	CNF02460.mRNA	 CNAG_12670	
CNF02470	CNF02470-t26_1	 CNAG_05726	
CNF02480	CNF02480-t26_1	 CNAG_05725	
CNF02490	CNF02490-t26_1	 CNAG_05724	
CNF02500	CNF02500-t26_1	 CNAG_10085	
CNF02510	CNF02510-t26_1	 CNAG_05723	
CNF02520	CNF02520-t26_1	 CNAG_05722	
CNF02530	CNF02530-t26_1	 CNAG_05721	
CNF02540	CNF02540-t26_1	 CNAG_05720	
CNF02550	CNF02550-t26_1	 CNAG_05719	
CNF02560	CNF02560-t26_1	 CNAG_05718	
CNF02570	CNF02570-t26_1	 CNAG_05717	
CNF02580	CNF02580-t26_1	 CNAG_05716	
CNF02590	CNF02590-t26_1	 CNAG_05715	
CNF02600	CNF02600-t26_1	 CNAG_07670	
CNF02610	CNF02610-t26_1	 CNAG_05714	
CNF02620	CNF02620-t26_1	 CNAG_05713	
CNF02630	CNF02630-t26_1	 CNAG_05712	
CNF02640	CNF02640-t26_1	 CNAG_05711	
CNF02650	CNF02650-t26_1	 CNAG_07669	
CNF02660	CNF02660-t26_1	 CNAG_05708	
CNF02670	CNF02670-t26_1	 CNAG_05707	
CNF02680	CNF02680-t26_1	 CNAG_05706	
CNF02690	CNF02690-t26_1	 CNAG_05705	
CNF02700	CNF02700-t26_1	 CNAG_05704	
CNF02710	CNF02710-t26_1	 CNAG_05703	
CNF02715	CNF02715-t26_1	 CNAG_05702	
CNF02720	CNF02720-t26_1	 CNAG_05701	
CNF02730	CNF02730-t26_1	 CNAG_05700	
CNF02735	CNF02735-t26_1	 CNAG_05699	
CNF02740	CNF02740-t26_1	 CNAG_05698	
CNF02750	CNF02750-t26_1	 CNAG_05697	
CNF02760	CNF02760-t26_1	 CNAG_05696	
CNF02770	CNF02770-t26_1	 CNAG_05695	
CNF02800	CNF02800-t26_1	 CNAG_05694	
CNF02810	CNF02810-t26_1	 CNAG_05693	
CNF02820	CNF02820-t26_1	 CNAG_05692	
CNF02840	CNF02840-t26_1	 CNAG_05690	
CNF02850	CNF02850-t26_1	 CNAG_05689	
CNF02860	CNF02860-t26_1	 CNAG_05688	
CNF02870	CNF02870-t26_1	 CNAG_05687	
CNF02875	CNF02875-t26_1	 CNAG_05686	
CNF02890	CNF02890-t26_1	 CNAG_05685	
CNF02900	CNF02900-t26_1	 CNAG_05684	
CNF02910	CNF02910-t26_1	 CNAG_05683	
CNF02920	CNF02920-t26_1	 CNAG_05682	
CNF02930	CNF02930-t26_1	 CNAG_07668	
CNF02940	CNF02940-t26_1	 CNAG_07667	
CNF02950	CNF02950-t26_1	 CNAG_05679	
CNF02960	CNF02960-t26_1	 CNAG_05678	
CNF02970	CNF02970-t26_1	 CNAG_05677	
CNF02980	CNF02980-t26_1	 CNAG_05675	
CNF02990	CNF02990-t26_1	 CNAG_05674	
CNF03000	CNF03000-t26_1	 CNAG_05673	
CNF03010	CNF03010-t26_1	 CNAG_05672	
CNF03020	CNF03020-t26_1	 CNAG_05671	
CNF03160	CNF03160-t26_1	 CNAG_06699	
CNF03180	CNF03180-t26_1	 CNAG_06698	
CNF03185	CNF03185-t26_1	 CNAG_07990	
CNF03190	CNF03190-t26_1	 CNAG_06697	
CNF03200	CNF03200-t26_1	 CNAG_06696	
CNF03200	CNF03200-t26_2	 CNAG_06696	
CNF03205	CNF03205-t26_1	 CNAG_06695	
CNF03210	CNF03210-t26_1	 CNAG_06694	
CNF03215	CNF03215-t26_1	 CNAG_06693	
CNF03220	CNF03220-t26_1	 CNAG_06692	
CNF03230	CNF03230-t26_1	 CNAG_06691	
CNF03240	CNF03240-t26_1	 CNAG_06690	
CNF03250	CNF03250-t26_1	 CNAG_06689	
CNF03260	CNF03260-t26_1	 CNAG_06688	
CNF03270	CNF03270-t26_1	 CNAG_06687	
CNF03290	CNF03290-t26_1	 CNAG_10084	
CNF03300	CNF03300-t26_1	 CNAG_06686	
CNF03310	CNF03310-t26_1	 CNAG_06685	
CNF03320	CNF03320-t26_1	 CNAG_06684	
CNF03330	CNF03330-t26_1	 CNAG_06683	
CNF03340	CNF03340-t26_1	 CNAG_10083	
CNF03360	CNF03360-t26_1	 CNAG_07177	
CNF03370	CNF03370-t26_1	 CNAG_07665	
CNF03380	CNF03380-t26_1	 CNAG_10082	
CNF03390	CNF03390-t26_1	 CNAG_06681	
CNF03400	CNF03400-t26_1	 CNAG_06680	
CNF03410	CNF03410-t26_1	 CNAG_06679	
CNF03420	CNF03420-t26_1	 CNAG_06678	
CNF03425	CNF03425-t26_1	 CNAG_06677	
CNF03430	CNF03430-t26_1	 CNAG_06676	
CNF03440	CNF03440-t26_1	 CNAG_06675	
CNF03450	CNF03450-t26_1	 CNAG_06674	
CNF03460	CNF03460-t26_1	 CNAG_06673	
CNF03470	CNF03470-t26_1	 CNAG_06672	
CNF03480	CNF03480-t26_1	 CNAG_06671	
CNF03490	CNF03490-t26_1	 CNAG_06670	
CNF03500	CNF03500-t26_1	 CNAG_06669	
CNF03510	CNF03510-t26_1	 CNAG_06668	
CNF03520	CNF03520-t26_1	 CNAG_06667	
CNF03530	CNF03530-t26_1	 CNAG_06666	
CNF03540	CNF03540-t26_1	 CNAG_06665	
CNF03550	CNF03550-t26_1	 CNAG_06664	
CNF03560	CNF03560-t26_1	 CNAG_06663	
CNF03580	CNF03580-t26_1	 CNAG_04934	
CNF03590	CNF03590-t26_1	 CNAG_06661	
CNF03590	CNF03590-t26_2	 CNAG_06661	
CNF03600	CNF03600-t26_1	 CNAG_10080	
CNF03610	CNF03610-t26_1	 CNAG_06660	
CNF03620	CNF03620-t26_1	 CNAG_06659	
CNF03630	CNF03630-t26_1	 CNAG_06658	
CNF03640	CNF03640-t26_1	 CNAG_06657	
CNF03650	CNF03650-t26_1	 CNAG_06656	
CNF03660	CNF03660-t26_1	 CNAG_06655	
CNF03670	CNF03670-t26_1	 CNAG_06654	
CNF03680	CNF03680-t26_1	 CNAG_06648	
CNF03690	CNF03690-t26_1	 CNAG_06647	
CNF03700	CNF03700-t26_1	 CNAG_06646	
CNF03710	CNF03710-t26_1	 CNAG_06645	
CNF03720	CNF03720-t26_1	 CNAG_06644	
CNF03730	CNF03730-t26_1	 CNAG_06643	
CNF03740	CNF03740-t26_1	 CNAG_06642	
CNF03750	CNF03750-t26_1	 CNAG_06641	
CNF03760	CNF03760-t26_1	 CNAG_06640	
CNF03770	CNF03770-t26_1	 CNAG_06639	
CNF03780	CNF03780-t26_1	 CNAG_06638	
CNF03790	CNF03790-t26_1	 CNAG_10079	
CNF03800	CNF03800-t26_1	 CNAG_06637	
CNF03810	CNF03810-t26_1	 CNAG_06636	
CNF03820	CNF03820-t26_1	 CNAG_06635	
CNF03830	CNF03830-t26_1	 CNAG_06634	
CNF03840	CNF03840-t26_1	 CNAG_06633	
CNF03850	CNF03850-t26_1	 CNAG_10078	
CNF03860	CNF03860-t26_1	 CNAG_06632	
CNF03870	CNF03870-t26_1	 CNAG_06631	
CNF03880	CNF03880-t26_1	 CNAG_06630	
CNF03890	CNF03890-t26_1	 CNAG_06629	
CNF03900	CNF03900-t26_1	 CNAG_06628	
CNF03910	CNF03910-t26_1	 CNAG_06627	
CNF03920	CNF03920-t26_1	 CNAG_06626	
CNF03930	CNF03930-t26_1	 CNAG_06625	
CNF03940	CNF03940-t26_1	 CNAG_06624	
CNF03950	CNF03950-t26_1	 CNAG_06623	
CNF03960	CNF03960-t26_1	 CNAG_06622	
CNF03970	CNF03970-t26_1	 CNAG_06621	
CNF03990	CNF03990-t26_1	 CNAG_06620	
CNF04000	CNF04000-t26_1	 CNAG_07664	
CNF04005	CNF04005-t26_1	 CNAG_07663	
CNF04010	CNF04010-t26_1	 CNAG_10076	
CNF04020	CNF04020-t26_1	 CNAG_06617	
CNF04030	CNF04030-t26_1	 CNAG_06616	
CNF04040	CNF04040-t26_1	 CNAG_10075, CNAG_12633	
CNF04050	CNF04050-t26_1	 CNAG_06614	
CNF04060	CNF04060-t26_1	 CNAG_06613	
CNF04070	CNF04070-t26_1	 CNAG_06612	
CNF04080	CNF04080-t26_1	 CNAG_06611	
CNF04090	CNF04090-t26_1	 CNAG_06610	
CNF04100	CNF04100-t26_1	 CNAG_06609	
CNF04110	CNF04110-t26_1	 CNAG_06608	
CNF04120	CNF04120-t26_1	 CNAG_06590	
CNF04130	CNF04130-t26_1	 CNAG_06607	
CNF04140	CNF04140-t26_1	 CNAG_06606	
CNF04140	CNF04140-t26_2	 CNAG_06606	
CNF04150	CNF04150-t26_1	 CNAG_06605	
CNF04160	CNF04160-t26_1	 CNAG_06604	
CNF04170	CNF04170-t26_1	 CNAG_06603	
CNF04180	CNF04180.mRNA	 CNAG_06601	
CNF04190	CNF04190-t26_1	 CNAG_06600	
CNF04200	CNF04200-t26_1	 CNAG_06599	
CNF04210	CNF04210-t26_1	 CNAG_06597	
CNF04220	CNF04220-t26_1	 CNAG_06596	
CNF04230	CNF04230-t26_1	 CNAG_06595	
CNF04240	CNF04240-t26_1	 CNAG_06594	
CNF04250	CNF04250-t26_1	 CNAG_06593	
CNF04260	CNF04260-t26_1	 CNAG_10074	
CNF04270	CNF04270-t26_1	 CNAG_06592	
CNF04280	CNF04280-t26_1	 CNAG_06591	
CNF04290	CNF04290-t26_1	 CNAG_06588	
CNF04300	CNF04300-t26_1	 CNAG_10073	
CNF04310	CNF04310-t26_1	 CNAG_06587	
CNF04310	CNF04310-t26_2	 CNAG_06587	
CNF04330	CNF04330-t26_1	 CNAG_06585	
CNF04340	CNF04340-t26_1	 CNAG_06584	
CNF04350	CNF04350-t26_1	 CNAG_06583	
CNF04360	CNF04360-t26_1	 CNAG_07661	
CNF04380	CNF04380-t26_1	 CNAG_10072, CNAG_12621	
CNF04390	CNF04390-t26_1	 CNAG_07989	
CNF04390	CNF04390-t26_2	 CNAG_07989	
CNF04400	CNF04400-t26_1	 CNAG_06578	
CNF04410	CNF04410-t26_1	 CNAG_06577	
CNF04420	CNF04420-t26_1	 CNAG_06576	
CNF04430	CNF04430-t26_1	 CNAG_06574	
CNF04440	CNF04440-t26_1	 CNAG_06573	
CNF04440	CNF04440-t26_2	 CNAG_06573	
CNF04450	CNF04450-t26_1	 CNAG_07660	
CNF04460	CNF04460-t26_1	 CNAG_07659	
CNF04470	CNF04470-t26_1	 CNAG_06570	
CNF04480	CNF04480-t26_1	 CNAG_06569	
CNF04490	CNF04490-t26_1	 CNAG_06568	
CNF04500	CNF04500-t26_1	 CNAG_06567	
CNF04510	CNF04510-t26_1	 CNAG_06566	
CNF04520	CNF04520-t26_1	 CNAG_06565	
CNF04530	CNF04530-t26_1	 CNAG_06564	
CNF04540	CNF04540-t26_1	 CNAG_06563	
CNF04560	CNF04560-t26_1	 CNAG_06561	
CNF04570	CNF04570-t26_1	 CNAG_06560	
CNF04580	CNF04580-t26_1	 CNAG_06559	
CNF04590	CNF04590-t26_1	 CNAG_06558	
CNF04600	CNF04600-t26_1	 CNAG_06557	
CNF04610	CNF04610-t26_1	 CNAG_06556	
CNF04620	CNF04620-t26_1	 CNAG_06555	
CNF04630	CNF04630-t26_1	 CNAG_06554	
CNF04640	CNF04640-t26_1	 CNAG_06553	
CNF04650	CNF04650-t26_1	 CNAG_06552	
CNF04660	CNF04660-t26_1	 CNAG_06551	
CNF04670	CNF04670-t26_1	 CNAG_06550	
CNF04680	CNF04680-t26_1	 CNAG_06549	
CNF04690	CNF04690-t26_1	 CNAG_06548	
CNF04700	CNF04700-t26_1	 CNAG_07657	
CNF04710	CNF04710-t26_1	 CNAG_06546	
CNF04720	CNF04720-t26_1	 CNAG_06545	
CNF04730	CNF04730-t26_1	 CNAG_06544	
CNF04740	CNF04740-t26_1	 CNAG_06543	
CNF04750	CNF04750-t26_1	 CNAG_06542	
CNF04760	CNF04760-t26_1	 CNAG_06541	
CNF04770	CNF04770-t26_1	 CNAG_06540	
CNF04780	CNF04780-t26_1	 CNAG_06539	
CNF04790	CNF04790-t26_1	 CNAG_06536, CNAG_06537, CNAG_06538	
CNF04800	CNF04800-t26_1	 CNAG_06536, CNAG_06537, CNAG_06538	
CNF04810	CNF04810-t26_1	 CNAG_06536, CNAG_06537, CNAG_06538	
CNF04820	CNF04820-t26_1	 CNAG_06535	
CNF04830	CNF04830-t26_1	 CNAG_06534	
CNF04860	CNF04860-t26_1	 CNAG_06533	
CNF04870	CNF04870-t26_1	 CNAG_06532	
CNF04880	CNF04880-t26_1	 CNAG_06531	
CNF04890	CNF04890-t26_1	 CNAG_06530	
CNF04900	CNF04900-t26_1	 CNAG_06529	
CNF04920	CNF04920.mRNA	 CNAG_12608	
CNF04930	CNF04930-t26_1	 CNAG_06527	
CNG00010	CNG00010-t26_1	 CNAG_06942	
CNG00015	CNG00015-t26_1	 CNAG_06969	
CNG00020	CNG00020-t26_1	 CNAG_06968	
CNG00030	CNG00030-t26_1	 CNAG_06967	
CNG00050	CNG00050-t26_1	 CNAG_06966	
CNG00060	CNG00060-t26_1	 CNAG_07752	
CNG00070	CNG00070-t26_1	 CNAG_06994	
CNG00080	CNG00080-t26_1	 CNAG_06993	
CNG00110	CNG00110-t26_1	 CNAG_06976	
CNG00110	CNG00110-t26_2	 CNAG_06976	
CNG00120	CNG00120-t26_1	 CNAG_07751	
CNG00130	CNG00130-t26_1	 CNAG_03592	
CNG00140	CNG00140-t26_1	 CNAG_03591	
CNG00150	CNG00150-t26_1	 CNAG_03590	
CNG00160	CNG00160-t26_1	 CNAG_03589	
CNG00170	CNG00170-t26_1	 CNAG_03588	
CNG00180	CNG00180-t26_1	 CNAG_03587	
CNG00190	CNG00190-t26_1	 CNAG_03586	
CNG00200	CNG00200-t26_1	 CNAG_10102	
CNG00210	CNG00210-t26_1	 CNAG_07996	
CNG00220	CNG00220-t26_1	 CNAG_10101	
CNG00230	CNG00230-t26_1	 CNAG_03584	
CNG00250	CNG00250-t26_1	 CNAG_03582	
CNG00260	CNG00260-t26_1	 CNAG_10100	
CNG00270	CNG00270-t26_1	 CNAG_07749	
CNG00280	CNG00280-t26_1	 CNAG_07748	
CNG00290	CNG00290-t26_1	 CNAG_03578	
CNG00300	CNG00300-t26_1	 CNAG_03577	
CNG00305	CNG00305-t26_1	 CNAG_03576	
CNG00310	CNG00310-t26_1	 CNAG_03575	
CNG00320	CNG00320-t26_1	 CNAG_07747	
CNG00340	CNG00340-t26_1	 CNAG_03573	
CNG00350	CNG00350-t26_1	 CNAG_03572	
CNG00360	CNG00360-t26_1	 CNAG_03567	
CNG00370	CNG00370-t26_1	 CNAG_03566	
CNG00380	CNG00380-t26_1	 CNAG_03565	
CNG00390	CNG00390-t26_1	 CNAG_03564	
CNG00400	CNG00400-t26_1	 CNAG_03563	
CNG00410	CNG00410-t26_1	 CNAG_03562	
CNG00420	CNG00420-t26_1	 CNAG_03561	
CNG00430	CNG00430-t26_1	 CNAG_03560	
CNG00440	CNG00440-t26_1	 CNAG_03559	
CNG00445	CNG00445-t26_1	 CNAG_03558	
CNG00450	CNG00450-t26_1	 CNAG_03557	
CNG00460	CNG00460-t26_1	 CNAG_03556	
CNG00470	CNG00470-t26_1	 CNAG_03555	
CNG00480	CNG00480-t26_1	 CNAG_03554	
CNG00490	CNG00490-t26_1	 CNAG_03553	
CNG00500	CNG00500-t26_1	 CNAG_03552	
CNG00510	CNG00510-t26_1	 CNAG_03550	
CNG00520	CNG00520-t26_1	 CNAG_03545	
CNG00530	CNG00530-t26_1	 CNAG_03544	
CNG00540	CNG00540-t26_1	 CNAG_03543	
CNG00550	CNG00550-t26_1	 CNAG_03542	
CNG00560	CNG00560-t26_1	 CNAG_03541	
CNG00570	CNG00570-t26_1	 CNAG_03540	
CNG00580	CNG00580-t26_1	 CNAG_03539	
CNG00590	CNG00590-t26_1	 CNAG_07746	
CNG00600	CNG00600-t26_1	 CNAG_07745	
CNG00600	CNG00600-t26_2	 CNAG_07745	
CNG00610	CNG00610-t26_1	 CNAG_07744	
CNG00615	CNG00615-t26_1	 CNAG_03534	
CNG00620	CNG00620-t26_1	 CNAG_03533	
CNG00630	CNG00630-t26_1	 CNAG_03532	
CNG00640	CNG00640-t26_1	 CNAG_03531	
CNG00640	CNG00640-t26_2	 CNAG_03531	
