[Gene ID]	[source_id]	[Input Ortholog(s)]	
CNAG_03402	CNAG_03402-t26_1	 CNG01810	
CNAG_03403	CNAG_03403-t26_1	 CNG01800	
CNAG_03404	CNAG_03404-t26_1	 CNG01790	
CNAG_03404	CNAG_03404-t26_2	 CNG01790	
CNAG_03405	CNAG_03405-t26_1	 CNG01780	
CNAG_03406	CNAG_03406-t26_1	 CNG01770	
CNAG_03408	CNAG_03408-t26_1	 CNG01760	
CNAG_03409	CNAG_03409-t26_1	 CNG01750	
CNAG_03410	CNAG_03410-t26_1	 CNG01740	
CNAG_03411	CNAG_03411-t26_1	 CNG01730	
CNAG_03412	CNAG_03412-t26_1	 CNG01720	
CNAG_03413	CNAG_03413-t26_1	 CNG01710	
CNAG_03414	CNAG_03414-t26_1	 CNG01700	
CNAG_03414	CNAG_03414-t26_2	 CNG01700	
CNAG_03415	CNAG_03415-t26_1	 CNG01690	
CNAG_03416	CNAG_03416-t26_1	 CNG01680	
CNAG_03417	CNAG_03417-t26_1	 CNG01670	
CNAG_03418	CNAG_03418-t26_1	 CNG01660	
CNAG_03419	CNAG_03419-t26_1	 CNG01650	
CNAG_03420	CNAG_03420-t26_1	 CNG01640	
CNAG_03421	CNAG_03421-t26_1	 CNG01635	
CNAG_03422	CNAG_03422-t26_1	 CNG01630	
CNAG_03423	CNAG_03423-t26_1	 CNG01620	
CNAG_03424	CNAG_03424-t26_1	 CNG01615	
CNAG_03425	CNAG_03425-t26_1	 CNG01610	
CNAG_03426	CNAG_03426-t26_1	 CNG01600	
CNAG_03427	CNAG_03427-t26_1	 CNG01590	
CNAG_03427	CNAG_03427-t26_2	 CNG01590	
CNAG_03431	CNAG_03431-t26_1	 CNG01550	
CNAG_03432	CNAG_03432-t26_1	 CNG01540	
CNAG_03432	CNAG_03432-t26_2	 CNG01540	
CNAG_03433	CNAG_03433-t26_1	 CNG01530	
CNAG_03434	CNAG_03434-t26_1	 CNG01510	
CNAG_03435	CNAG_03435-t26_1	 CNG01500	
CNAG_03436	CNAG_03436-t26_1	 CNG01490	
CNAG_03436	CNAG_03436-t26_2	 CNG01490	
CNAG_03437	CNAG_03437-t26_1	 CNG01485	
CNAG_03438	CNAG_03438-t26_1	 CNG01480	
CNAG_03439	CNAG_03439-t26_1	 CNG01470	
CNAG_03440	CNAG_03440-t26_1	 CNG01460	
CNAG_03441	CNAG_03441-t26_1	 CNG01450	
CNAG_03442	CNAG_03442-t26_1	 CNG01440	
CNAG_03444	CNAG_03444-t26_1	 CNG01430	
CNAG_03445	CNAG_03445-t26_1	 CNG01420	
CNAG_03446	CNAG_03446-t26_1	 CNG01410	
CNAG_03447	CNAG_03447-t26_1	 CNG01400	
CNAG_03448	CNAG_03448-t26_1	 CNG01390	
CNAG_03449	CNAG_03449-t26_1	 CNG01380	
CNAG_03449	CNAG_03449-t26_2	 CNG01380	
CNAG_03450	CNAG_03450-t26_1	 CNG00900, CNG01370	
CNAG_03451	CNAG_03451-t26_1	 CNG01360	
CNAG_03452	CNAG_03452-t26_1	 CNG01350	
CNAG_03453	CNAG_03453-t26_1	 CNG01340	
CNAG_03454	CNAG_03454-t26_1	 CNG01330	
CNAG_03455	CNAG_03455-t26_1	 CNG01325	
CNAG_03455	CNAG_03455-t26_2	 CNG01325	
CNAG_03456	CNAG_03456-t26_1	 CNG01320	
CNAG_03457	CNAG_03457-t26_1	 CNG01310	
CNAG_03458	CNAG_03458-t26_1	 CNG01300	
CNAG_03459	CNAG_03459-t26_1	 CNG01290	
CNAG_03460	CNAG_03460-t26_1	 CNG01280	
CNAG_03461	CNAG_03461-t26_1	 CNG01270	
CNAG_03461	CNAG_03461-t26_2	 CNG01270	
CNAG_03463	CNAG_03463-t26_1	 CNG01260	
CNAG_03464	CNAG_03464-t26_1	 CNG01240, CNG01250	
CNAG_03465	CNAG_03465-t26_1	 CNG01240, CNG01250	
CNAG_03466	CNAG_03466-t26_1	 CNG01230	
CNAG_03467	CNAG_03467-t26_1	 CNG01220	
CNAG_03473	CNAG_03473-t26_1	 CNG01190	
CNAG_03474	CNAG_03474-t26_1	 CNG01170	
CNAG_03475	CNAG_03475-t26_1	 CNG01160	
CNAG_03476	CNAG_03476-t26_1	 CNG01150	
CNAG_03479	CNAG_03479-t26_1	 CNG01140	
CNAG_03480	CNAG_03480-t26_1	 CNG01130	
CNAG_03481	CNAG_03481-t26_1	 CNG01105	
CNAG_03482	CNAG_03482-t26_1	 CNG01100	
CNAG_03482	CNAG_03482-t26_2	 CNG01100	
CNAG_03483	CNAG_03483-t26_1	 CNG01090	
CNAG_03484	CNAG_03484-t26_1	 CNG01080	
CNAG_03485	CNAG_03485-t26_1	 CNG01070	
CNAG_03486	CNAG_03486-t26_1	 CNG01060	
CNAG_03487	CNAG_03487-t26_1	 CNG01050	
CNAG_03488	CNAG_03488-t26_1	 CNG01040	
CNAG_03489	CNAG_03489-t26_1	 CNG01030	
CNAG_03490	CNAG_03490-t26_1	 CNG01020	
CNAG_03491	CNAG_03491-t26_1	 CNG01010	
CNAG_03492	CNAG_03492-t26_1	 CNG01000	
CNAG_03493	CNAG_03493-t26_1	 CNG00990	
CNAG_03494	CNAG_03494-t26_1	 CNG00980	
CNAG_03495	CNAG_03495-t26_1	 CNG00970	
CNAG_03496	CNAG_03496-t26_1	 CNG00965	
CNAG_03497	CNAG_03497-t26_1	 CNG00960	
CNAG_03498	CNAG_03498-t26_1	 CNG00950	
CNAG_03498	CNAG_03498-t26_2	 CNG00950	
CNAG_03498	CNAG_03498-t26_3	 CNG00950	
CNAG_03499	CNAG_03499-t26_1	 CNG00940	
CNAG_03500	CNAG_03500-t26_1	 CNG00930	
CNAG_03502	CNAG_03502-t26_1	 CNG00910	
CNAG_03503	CNAG_03503-t26_1	 CNG00900, CNG01370	
CNAG_03503	CNAG_03503-t26_2	 CNG00900, CNG01370	
CNAG_03504	CNAG_03504-t26_1	 CNG00890	
CNAG_03507	CNAG_03507-t26_1	 CNG00860	
CNAG_03508	CNAG_03508-t26_1	 CNG00850	
CNAG_03509	CNAG_03509-t26_1	 CNG00840	
CNAG_03510	CNAG_03510-t26_1	 CNG00830	
CNAG_03511	CNAG_03511-t26_1	 CNG00820	
CNAG_03512	CNAG_03512-t26_1	 CNG00810	
CNAG_03513	CNAG_03513-t26_1	 CNG00800	
CNAG_03516	CNAG_03516-t26_1	 CNG00770	
CNAG_03517	CNAG_03517-t26_1	 CNG00750	
CNAG_03519	CNAG_03519-t26_1	 CNG00740, CNH00230	
CNAG_03519	CNAG_03519-t26_2	 CNG00740, CNH00230	
CNAG_03519	CNAG_03519-t26_3	 CNG00740, CNH00230	
CNAG_03520	CNAG_03520-t26_1	 CNG00730	
CNAG_03521	CNAG_03521-t26_1	 CNG00720	
CNAG_03522	CNAG_03522-t26_1	 CNG00710	
CNAG_03523	CNAG_03523-t26_1	 CNG00705	
CNAG_03523	CNAG_03523-t26_2	 CNG00705	
CNAG_03524	CNAG_03524-t26_1	 CNG00700	
CNAG_03525	CNAG_03525-t26_1	 CNG00690	
CNAG_03526	CNAG_03526-t26_1	 CNG00680	
CNAG_03527	CNAG_03527-t26_1	 CNG00670	
CNAG_03528	CNAG_03528-t26_1	 CNG00660	
CNAG_03531	CNAG_03531-t26_1	 CNG00640	
CNAG_03532	CNAG_03532-t26_1	 CNG00630	
CNAG_03533	CNAG_03533-t26_1	 CNG00620	
CNAG_03534	CNAG_03534-t26_1	 CNG00615	
CNAG_03534	CNAG_03534-t26_2	 CNG00615	
CNAG_03539	CNAG_03539-t26_1	 CNG00580	
CNAG_03540	CNAG_03540-t26_1	 CNG00570	
CNAG_03541	CNAG_03541-t26_1	 CNG00560	
CNAG_03542	CNAG_03542-t26_1	 CNG00550	
CNAG_03543	CNAG_03543-t26_1	 CNG00540	
CNAG_03543	CNAG_03543-t26_2	 CNG00540	
CNAG_03544	CNAG_03544-t26_1	 CNG00530	
CNAG_03545	CNAG_03545-t26_1	 CNG00520	
CNAG_03545	CNAG_03545-t26_2	 CNG00520	
CNAG_03545	CNAG_03545-t26_3	 CNG00520	
CNAG_03550	CNAG_03550-t26_1	 CNG00510	
CNAG_03552	CNAG_03552-t26_1	 CNG00500	
CNAG_03553	CNAG_03553-t26_1	 CNG00490	
CNAG_03554	CNAG_03554-t26_1	 CNG00480	
CNAG_03555	CNAG_03555-t26_1	 CNG00470	
CNAG_03556	CNAG_03556-t26_1	 CNG00460	
CNAG_03557	CNAG_03557-t26_1	 CNG00450	
CNAG_03558	CNAG_03558-t26_1	 CNG00445	
CNAG_03559	CNAG_03559-t26_1	 CNG00440	
CNAG_03560	CNAG_03560-t26_1	 CNG00430	
CNAG_03561	CNAG_03561-t26_1	 CNG00420	
CNAG_03562	CNAG_03562-t26_1	 CNG00410	
CNAG_03563	CNAG_03563-t26_1	 CNG00400	
CNAG_03564	CNAG_03564-t26_1	 CNG00390	
CNAG_03565	CNAG_03565-t26_1	 CNG00380	
CNAG_03566	CNAG_03566-t26_1	 CNG00370	
CNAG_03567	CNAG_03567-t26_1	 CNG00360	
CNAG_03572	CNAG_03572-t26_1	 CNG00350	
CNAG_03573	CNAG_03573-t26_1	 CNG00340	
CNAG_03575	CNAG_03575-t26_1	 CNG00310	
CNAG_03576	CNAG_03576-t26_1	 CNG00305	
CNAG_03577	CNAG_03577-t26_1	 CNG00300	
CNAG_03578	CNAG_03578-t26_1	 CNG00290	
CNAG_03582	CNAG_03582-t26_1	 CNG00250	
CNAG_03584	CNAG_03584-t26_1	 CNG00230	
CNAG_03586	CNAG_03586-t26_1	 CNG00190	
CNAG_03587	CNAG_03587-t26_1	 CNG00180	
CNAG_03588	CNAG_03588-t26_1	 CNG00170	
CNAG_03589	CNAG_03589-t26_1	 CNG00160	
CNAG_03590	CNAG_03590-t26_1	 CNG00150	
CNAG_03591	CNAG_03591-t26_1	 CNG00140	
CNAG_03592	CNAG_03592-t26_1	 CNG00130	
CNAG_03595	CNAG_03595-t26_1	 CNB00980	
CNAG_03596	CNAG_03596-t26_1	 CNB00990	
CNAG_03597	CNAG_03597-t26_1	 CNB01000	
CNAG_03597	CNAG_03597-t26_2	 CNB01000	
CNAG_03598	CNAG_03598-t26_1	 CNB01010	
CNAG_03599	CNAG_03599-t26_1	 CNB01020	
CNAG_03600	CNAG_03600-t26_1	 CNB01030	
CNAG_03602	CNAG_03602-t26_1	 CNB01050	
CNAG_03603	CNAG_03603-t26_1	 CNB01060	
CNAG_03604	CNAG_03604-t26_1	 CNB01070	
CNAG_03605	CNAG_03605-t26_1	 CNB01080	
CNAG_03606	CNAG_03606-t26_1	 CNB01090	
CNAG_03607	CNAG_03607-t26_1	 CNB01100	
CNAG_03608	CNAG_03608-t26_1	 CNB01110	
CNAG_03609	CNAG_03609-t26_1	 CNB01120	
CNAG_03610	CNAG_03610-t26_1	 CNB01130	
CNAG_03612	CNAG_03612-t26_1	 CNB01150	
CNAG_03613	CNAG_03613-t26_1	 CNB01160	
CNAG_03617	CNAG_03617-t26_1	 CNB01190	
CNAG_03618	CNAG_03618-t26_1	 CNB01200	
CNAG_03619	CNAG_03619-t26_1	 CNB01210	
CNAG_03620	CNAG_03620-t26_1	 CNB01220	
CNAG_03621	CNAG_03621-t26_1	 CNB01230, CNB01290	
CNAG_03621	CNAG_03621-t26_2	 CNB01230, CNB01290	
CNAG_03622	CNAG_03622-t26_1	 CNB01240	
CNAG_03622	CNAG_03622-t26_2	 CNB01240	
CNAG_03623	CNAG_03623-t26_1	 CNB01250	
CNAG_03624	CNAG_03624-t26_1	 CNB01260	
CNAG_03625	CNAG_03625-t26_1	 CNB01270	
CNAG_03626	CNAG_03626-t26_1	 CNB01280	
CNAG_03627	CNAG_03627-t26_1	 CNB01230, CNB01290	
CNAG_03628	CNAG_03628-t26_1	 CNB01300	
CNAG_03629	CNAG_03629-t26_1	 CNB01310	
CNAG_03630	CNAG_03630-t26_1	 CNB01320	
CNAG_03631	CNAG_03631-t26_1	 CNB01330	
CNAG_03632	CNAG_03632-t26_1	 CNB01340	
CNAG_03633	CNAG_03633-t26_1	 CNB01350	
CNAG_03634	CNAG_03634-t26_1	 CNB01360	
CNAG_03635	CNAG_03635-t26_1	 CNB01365	
CNAG_03636	CNAG_03636-t26_1	 CNB01370	
CNAG_03637	CNAG_03637-t26_1	 CNB01380	
CNAG_03638	CNAG_03638-t26_1	 CNB01390	
CNAG_03639	CNAG_03639-t26_1	 CNB01400	
CNAG_03640	CNAG_03640-t26_1	 CNB01410	
CNAG_03641	CNAG_03641-t26_1	 CNB01420	
CNAG_03644	CNAG_03644-t26_1	 CNB01440	
CNAG_03645	CNAG_03645-t26_1	 CNB01450	
CNAG_03645	CNAG_03645-t26_2	 CNB01450	
CNAG_03646	CNAG_03646-t26_1	 CNB01460	
CNAG_03647	CNAG_03647-t26_1	 CNB01470	
CNAG_03648	CNAG_03648-t26_1	 CNB01480	
CNAG_03649	CNAG_03649-t26_1	 CNB01500	
CNAG_03650	CNAG_03650-t26_1	 CNB01510	
CNAG_03651	CNAG_03651-t26_1	 CNB01520	
CNAG_03652	CNAG_03652-t26_1	 CNB01530	
CNAG_03653	CNAG_03653-t26_1	 CNB01540	
CNAG_03654	CNAG_03654-t26_1	 CNB01550	
CNAG_03655	CNAG_03655-t26_1	 CNB01560	
CNAG_03655	CNAG_03655-t26_2	 CNB01560	
CNAG_03656	CNAG_03656-t26_1	 CNB01570	
CNAG_03657	CNAG_03657-t26_1	 CNB01580	
CNAG_03658	CNAG_03658-t26_1	 CNB01585	
CNAG_03659	CNAG_03659-t26_1	 CNB01590	
CNAG_03660	CNAG_03660-t26_1	 CNB01600	
CNAG_03661	CNAG_03661-t26_1	 CNB01605	
CNAG_03661	CNAG_03661-t26_2	 CNB01605	
CNAG_03662	CNAG_03662-t26_1	 CNB01610	
CNAG_03663	CNAG_03663-t26_1	 CNB01620	
CNAG_03664	CNAG_03664-t26_1	 CNB01630	
CNAG_03665	CNAG_03665-t26_1	 CNB01640	
CNAG_03666	CNAG_03666-t26_1	 CNB01650	
CNAG_03667	CNAG_03667-t26_1	 CNB01660	
CNAG_03668	CNAG_03668-t26_1	 CNB01670	
CNAG_03669	CNAG_03669-t26_1	 CNB01680	
CNAG_03670	CNAG_03670-t26_1	 CNB01690	
CNAG_03671	CNAG_03671-t26_1	 CNB01700	
CNAG_03672	CNAG_03672-t26_1	 CNB01710	
CNAG_03673	CNAG_03673-t26_1	 CNB01720	
CNAG_03674	CNAG_03674-t26_1	 CNB01730	
CNAG_03675	CNAG_03675-t26_1	 CNB01740	
CNAG_03676	CNAG_03676-t26_1	 CNB01750	
CNAG_03677	CNAG_03677-t26_1	 CNB01760	
CNAG_03678	CNAG_03678-t26_1	 CNB01770	
CNAG_03679	CNAG_03679-t26_1	 CNB01775	
CNAG_03679	CNAG_03679-t26_2	 CNB01775	
CNAG_03680	CNAG_03680-t26_1	 CNB01780	
CNAG_03680	CNAG_03680-t26_2	 CNB01780	
CNAG_03681	CNAG_03681-t26_1	 CNB01790	
CNAG_03682	CNAG_03682-t26_1	 CNB01800	
CNAG_03683	CNAG_03683-t26_1	 CNB01810	
CNAG_03684	CNAG_03684-t26_1	 CNB01820	
CNAG_03685	CNAG_03685-t26_1	 CNB01830	
CNAG_03686	CNAG_03686-t26_1	 CNB01840	
CNAG_03687	CNAG_03687-t26_1	 CNB01850	
CNAG_03688	CNAG_03688-t26_1	 CNB01855	
CNAG_03689	CNAG_03689-t26_1	 CNB01870	
CNAG_03692	CNAG_03692-t26_1	 CNB01900	
CNAG_03693	CNAG_03693-t26_1	 CNB01910	
CNAG_03694	CNAG_03694-t26_1	 CNB01920	
CNAG_03695	CNAG_03695-t26_1	 CNB01930	
CNAG_03696	CNAG_03696-t26_1	 CNB01940	
CNAG_03697	CNAG_03697-t26_1	 CNB01950	
CNAG_03698	CNAG_03698-t26_1	 CNB01960	
CNAG_03699	CNAG_03699-t26_1	 CNB01970	
CNAG_03700	CNAG_03700-t26_1	 CNB01980	
CNAG_03701	CNAG_03701-t26_1	 CNB01990	
CNAG_03702	CNAG_03702-t26_1	 CNB02000	
CNAG_03702	CNAG_03702-t26_2	 CNB02000	
CNAG_03703	CNAG_03703-t26_1	 CNB02005	
CNAG_03705	CNAG_03705-t26_1	 CNB02020	
CNAG_03706	CNAG_03706-t26_1	 CNB02030	
CNAG_03707	CNAG_03707-t26_1	 CNB02040	
CNAG_03708	CNAG_03708-t26_1	 CNB02050	
CNAG_03709	CNAG_03709-t26_1	 CNB02060	
CNAG_03710	CNAG_03710-t26_1	 CNB02070	
CNAG_03711	CNAG_03711-t26_1	 CNB02080	
CNAG_03712	CNAG_03712-t26_1	 CNB02090	
CNAG_03713	CNAG_03713-t26_1	 CNB02100, CNB02170	
CNAG_03713	CNAG_03713-t26_2	 CNB02100, CNB02170	
CNAG_03714	CNAG_03714-t26_1	 CNB02110	
CNAG_03715	CNAG_03715-t26_1	 CNB02120	
CNAG_03716	CNAG_03716-t26_1	 CNB02130	
CNAG_03716	CNAG_03716-t26_2	 CNB02130	
CNAG_03717	CNAG_03717-t26_1	 CNB02135	
CNAG_03718	CNAG_03718-t26_1	 CNB02140	
CNAG_03719	CNAG_03719-t26_1	 CNB02100, CNB02170	
CNAG_03720	CNAG_03720-t26_1	 CNB02180	
CNAG_03720	CNAG_03720-t26_2	 CNB02180	
CNAG_03721	CNAG_03721-t26_1	 CNB02190	
CNAG_03722	CNAG_03722-t26_1	 CNB02200	
CNAG_03723	CNAG_03723-t26_1	 CNB02210	
CNAG_03724	CNAG_03724-t26_1	 CNB02220	
CNAG_03725	CNAG_03725-t26_1	 CNB02230	
CNAG_03726	CNAG_03726-t26_1	 CNB02240	
CNAG_03726	CNAG_03726-t26_2	 CNB02240	
CNAG_03727	CNAG_03727-t26_1	 CNB02250	
CNAG_03728	CNAG_03728-t26_1	 CNB02260	
CNAG_03729	CNAG_03729-t26_1	 CNB02270	
CNAG_03729	CNAG_03729-t26_2	 CNB02270	
CNAG_03730	CNAG_03730-t26_1	 CNB02280	
CNAG_03731	CNAG_03731-t26_1	 CNB02290	
CNAG_03731	CNAG_03731-t26_2	 CNB02290	
CNAG_03732	CNAG_03732-t26_1	 CNB02300, CNB02600	
CNAG_03733	CNAG_03733-t26_1	 CNB02310	
CNAG_03734	CNAG_03734-t26_1	 CNB02320	
CNAG_03734	CNAG_03734-t26_2	 CNB02320	
CNAG_03734	CNAG_03734-t26_3	 CNB02320	
CNAG_03735	CNAG_03735-t26_1	 CNB02330	
CNAG_03738	CNAG_03738-t26_1	 CNB02350	
CNAG_03739	CNAG_03739-t26_1	 CNB02360	
CNAG_03740	CNAG_03740-t26_1	 CNB02365	
CNAG_03741	CNAG_03741-t26_1	 CNB02370	
CNAG_03742	CNAG_03742-t26_1	 CNB02380	
CNAG_03743	CNAG_03743-t26_1	 CNB02390	
CNAG_03744	CNAG_03744-t26_1	 CNB02400	
CNAG_03746	CNAG_03746-t26_1	 CNB02410	
CNAG_03747	CNAG_03747-t26_1	 CNB02420	
CNAG_03748	CNAG_03748-t26_1	 CNB02430	
CNAG_03751	CNAG_03751-t26_1	 CNB02460	
CNAG_03752	CNAG_03752-t26_1	 CNB02470	
CNAG_03753	CNAG_03753-t26_1	 CNB02480	
CNAG_03754	CNAG_03754-t26_1	 CNB02490	
CNAG_03755	CNAG_03755-t26_1	 CNB02495	
CNAG_03756	CNAG_03756-t26_1	 CNB02510	
CNAG_03756	CNAG_03756-t26_2	 CNB02510	
CNAG_03760	CNAG_03760-t26_1	 CNB02550	
CNAG_03761	CNAG_03761-t26_1	 CNB02560	
CNAG_03762	CNAG_03762-t26_1	 CNB02570	
CNAG_03763	CNAG_03763-t26_1	 CNB02580	
CNAG_03764	CNAG_03764-t26_1	 CNB02300, CNB02600	
CNAG_03765	CNAG_03765-t26_1	 CNB02610	
CNAG_03766	CNAG_03766-t26_1	 CNB02620	
CNAG_03767	CNAG_03767-t26_1	 CNB02640	
CNAG_03768	CNAG_03768-t26_1	 CNB02650	
CNAG_03768	CNAG_03768-t26_2	 CNB02650	
CNAG_03769	CNAG_03769-t26_1	 CNB02660	
CNAG_03770	CNAG_03770-t26_1	 CNB02665	
CNAG_03771	CNAG_03771-t26_1	 CNB02670	
CNAG_03771	CNAG_03771-t26_2	 CNB02670	
CNAG_03772	CNAG_03772-t26_1	 CNB02680	
CNAG_03775	CNAG_03775-t26_1	 CNB02700	
CNAG_03775	CNAG_03775-t26_2	 CNB02700	
CNAG_03775	CNAG_03775-t26_3	 CNB02700	
CNAG_03776	CNAG_03776-t26_1	 CNB02710	
CNAG_03777	CNAG_03777-t26_1	 CNB02720	
CNAG_03779	CNAG_03779-t26_1	 CNB02740	
CNAG_03779	CNAG_03779-t26_2	 CNB02740	
CNAG_03780	CNAG_03780-t26_1	 CNB02750	
CNAG_03781	CNAG_03781-t26_1	 CNB02760	
CNAG_03782	CNAG_03782-t26_1	 CNB02770	
CNAG_03784	CNAG_03784-t26_1	 CNB02780	
CNAG_03785	CNAG_03785-t26_1	 CNB02790	
CNAG_03786	CNAG_03786-t26_1	 CNB02800	
CNAG_03787	CNAG_03787-t26_1	 CNB02810	
CNAG_03788	CNAG_03788-t26_1	 CNB02820	
CNAG_03789	CNAG_03789-t26_1	 CNB02830	
CNAG_03790	CNAG_03790-t26_1	 CNB02840	
CNAG_03791	CNAG_03791-t26_1	 CNB02850	
CNAG_03792	CNAG_03792-t26_1	 CNB02860	
CNAG_03793	CNAG_03793-t26_1	 CNB02870	
CNAG_03793	CNAG_03793-t26_2	 CNB02870	
CNAG_03794	CNAG_03794-t26_1	 CNB02880	
CNAG_03795	CNAG_03795-t26_1	 CNB02890	
CNAG_03796	CNAG_03796-t26_1	 CNB02900	
CNAG_03805	CNAG_03805-t26_1	 CNB02980	
CNAG_03806	CNAG_03806-t26_1	 CNB02990	
CNAG_03806	CNAG_03806-t26_2	 CNB02990	
CNAG_03807	CNAG_03807-t26_1	 CNB02995	
CNAG_03807	CNAG_03807-t26_2	 CNB02995	
CNAG_03808	CNAG_03808-t26_1	 CNB03000, CNB03180	
CNAG_03809	CNAG_03809-t26_1	 CNB03005	
CNAG_03810	CNAG_03810-t26_1	 CNB03010	
CNAG_03811	CNAG_03811-t26_1	 CNB03020	
CNAG_03812	CNAG_03812-t26_1	 CNB03030	
CNAG_03813	CNAG_03813-t26_1	 CNB03040	
CNAG_03814	CNAG_03814-t26_1	 CNB03050	
CNAG_03814	CNAG_03814-t26_2	 CNB03050	
CNAG_03815	CNAG_03815-t26_1	 CNB03060	
CNAG_03816	CNAG_03816-t26_1	 CNB03070	
CNAG_03817	CNAG_03817-t26_1	 CNB03080	
CNAG_03818	CNAG_03818-t26_1	 CNB03090	
CNAG_03819	CNAG_03819-t26_1	 CNB03100	
CNAG_03820	CNAG_03820-t26_1	 CNB03110	
CNAG_03821	CNAG_03821-t26_1	 CNB03120	
CNAG_03822	CNAG_03822-t26_1	 CNB03130	
CNAG_03823	CNAG_03823-t26_1	 CNB03140	
CNAG_03824	CNAG_03824-t26_1	 CNB03150	
CNAG_03825	CNAG_03825-t26_1	 CNB03155	
CNAG_03825	CNAG_03825-t26_2	 CNB03155	
CNAG_03826	CNAG_03826-t26_1	 CNB03160	
CNAG_03827	CNAG_03827-t26_1	 CNB03170	
CNAG_03828	CNAG_03828-t26_1	 CNB03000, CNB03180	
CNAG_03829	CNAG_03829-t26_1	 CNB03190	
CNAG_03830	CNAG_03830-t26_1	 CNB03195	
CNAG_03830	CNAG_03830-t26_2	 CNB03195	
CNAG_03830	CNAG_03830-t26_3	 CNB03195	
CNAG_03831	CNAG_03831-t26_1	 CNB03200	
CNAG_03832	CNAG_03832-t26_1	 CNB03210	
CNAG_03833	CNAG_03833-t26_1	 CNB03215	
CNAG_03834	CNAG_03834-t26_1	 CNB03230	
CNAG_03835	CNAG_03835-t26_1	 CNB03235	
CNAG_03836	CNAG_03836-t26_1	 CNB03240	
CNAG_03836	CNAG_03836-t26_2	 CNB03240	
CNAG_03837	CNAG_03837-t26_1	 CNB03250	
CNAG_03838	CNAG_03838-t26_1	 CNB03270	
CNAG_03839	CNAG_03839-t26_1	 CNB03280	
CNAG_03839	CNAG_03839-t26_2	 CNB03280	
CNAG_03839	CNAG_03839-t26_3	 CNB03280	
CNAG_03840	CNAG_03840-t26_1	 CNB03290	
CNAG_03841	CNAG_03841-t26_1	 CNB03300	
CNAG_03842	CNAG_03842-t26_1	 CNB03310	
CNAG_03843	CNAG_03843-t26_1	 CNB03330	
CNAG_03843	CNAG_03843-t26_2	 CNB03330	
CNAG_03844	CNAG_03844-t26_1	 CNB03340	
CNAG_03845	CNAG_03845-t26_1	 CNB03350	
CNAG_03846	CNAG_03846-t26_1	 CNB03360	
CNAG_03847	CNAG_03847-t26_1	 CNB03370	
CNAG_03848	CNAG_03848-t26_1	 CNB03380	
CNAG_03848	CNAG_03848-t26_2	 CNB03380	
CNAG_03849	CNAG_03849-t26_1	 CNB03390	
CNAG_03850	CNAG_03850-t26_1	 CNB03400	
CNAG_03851	CNAG_03851-t26_1	 CNB03420	
CNAG_03853	CNAG_03853-t26_1	 CNB03430	
CNAG_03854	CNAG_03854-t26_1	 CNB03440	
CNAG_03855	CNAG_03855-t26_1	 CNB03450	
CNAG_03856	CNAG_03856-t26_1	 CNB03460	
CNAG_03857	CNAG_03857-t26_1	 CNB03470	
CNAG_03858	CNAG_03858-t26_1	 CNB03480	
CNAG_03859	CNAG_03859-t26_1	 CNB03490	
CNAG_03859	CNAG_03859-t26_2	 CNB03490	
CNAG_03861	CNAG_03861-t26_1	 CNB03500	
CNAG_03863	CNAG_03863-t26_1	 CNB03520	
CNAG_03863	CNAG_03863-t26_2	 CNB03520	
CNAG_03864	CNAG_03864-t26_1	 CNB03530	
CNAG_03865	CNAG_03865-t26_1	 CNB03540	
CNAG_03866	CNAG_03866-t26_1	 CNB03550	
CNAG_03867	CNAG_03867-t26_1	 CNB03560	
CNAG_03868	CNAG_03868-t26_1	 CNB03570	
CNAG_03869	CNAG_03869-t26_1	 CNB03580	
CNAG_03870	CNAG_03870-t26_1	 CNB03590	
CNAG_03871	CNAG_03871-t26_1	 CNB03600	
CNAG_03872	CNAG_03872-t26_1	 CNB03605, CNB03620	
CNAG_03873	CNAG_03873-t26_1	 CNB03630	
CNAG_03873	CNAG_03873-t26_2	 CNB03630	
CNAG_03874	CNAG_03874-t26_1	 CNB03640	
CNAG_03875	CNAG_03875-t26_1	 CNB03650	
CNAG_03876	CNAG_03876-t26_1	 CNB03660	
CNAG_03876	CNAG_03876-t26_2	 CNB03660	
CNAG_03876	CNAG_03876-t26_3	 CNB03660	
CNAG_03876	CNAG_03876-t26_4	 CNB03660	
CNAG_03876	CNAG_03876-t26_5	 CNB03660	
CNAG_03877	CNAG_03877-t26_1	 CNB03670	
CNAG_03877	CNAG_03877-t26_2	 CNB03670	
CNAG_03878	CNAG_03878-t26_1	 CNB03680	
CNAG_03881	CNAG_03881-t26_1	 CNB03710	
CNAG_03882	CNAG_03882-t26_1	 CNB03720	
CNAG_03884	CNAG_03884-t26_1	 CNB03730	
CNAG_03885	CNAG_03885-t26_1	 CNB03740	
CNAG_03886	CNAG_03886-t26_1	 CNB03750	
CNAG_03887	CNAG_03887-t26_1	 CNB03755	
CNAG_03888	CNAG_03888-t26_1	 CNB03760	
CNAG_03889	CNAG_03889-t26_1	 CNB03770	
CNAG_03890	CNAG_03890-t26_1	 CNB03780	
CNAG_03891	CNAG_03891-t26_1	 CNB03790	
CNAG_03892	CNAG_03892-t26_1	 CNB03800	
CNAG_03893	CNAG_03893-t26_1	 CNB03810	
CNAG_03894	CNAG_03894-t26_1	 CNB03820	
